station_name,latitude_x,longitude_x,available_bikes,poi_name,category,latitude_y,longitude_y
#00085-EINSTEIN,49.5842,6.1249,0,Saint-Paul Luxembourg,Advertising Agency,49.589918,6.116829
#00085-EINSTEIN,49.5842,6.1249,0,Cactus Inn Restaurant,Restaurant,49.578947,6.13254
#00085-EINSTEIN,49.5842,6.1249,0,Brasserie Pic Pic,Bar,49.58088,6.135493
#00085-EINSTEIN,49.5842,6.1249,0,FoodRiders,Burger Joint,49.583925,6.113457
#00085-EINSTEIN,49.5842,6.1249,0,Bistrot Burger,Burger Joint,49.580614,6.134621
#00085-EINSTEIN,49.5842,6.1249,0,Le Set,Bar,49.582189,6.13638
#00085-EINSTEIN,49.5842,6.1249,0,Nature Elements,Vegan and Vegetarian Restaurant,49.576149,6.130988
#00085-EINSTEIN,49.5842,6.1249,0,Café Millewee,Pub,49.592055,6.126744
#00085-EINSTEIN,49.5842,6.1249,0,Cafe-Brasserie Millewee,Restaurant,49.592055,6.126744
#00085-EINSTEIN,49.5842,6.1249,0,Deliway,Sandwich Spot,49.590002,6.11585
#00085-EINSTEIN,49.5842,6.1249,0,POST Cantine,Buffet,49.579535,6.114541
#00085-EINSTEIN,49.5842,6.1249,0,Match Gasperich Loung,Beer Garden,49.592565,6.125017
#00085-EINSTEIN,49.5842,6.1249,0,L'atelier,Restaurant,49.58146,6.112477
#00085-EINSTEIN,49.5842,6.1249,0,Mani D’Oro,Italian Restaurant,49.591116,6.116433
#00085-EINSTEIN,49.5842,6.1249,0,Les Folies Luxembourgeoises,Bar,49.579539,6.113334
#00085-EINSTEIN,49.5842,6.1249,0,Snack Daniela,Burger Joint,49.591538,6.116892
#00085-EINSTEIN,49.5842,6.1249,0,Flluxgrill Sa,Restaurant,49.58133,6.134934
#00085-EINSTEIN,49.5842,6.1249,0,Atmosphere Restaurant SARL,Restaurant,49.591543,6.124756
#00137-PARC GASPERICH,49.586766,6.122404,1,Vinissimo,Wine Bar,49.587395,6.117451
#00137-PARC GASPERICH,49.586766,6.122404,1,New Delhi,Indian Restaurant,49.591303,6.126148
#00137-PARC GASPERICH,49.586766,6.122404,1,Au Pain de Mary,Bakery,49.59176,6.123175
#00137-PARC GASPERICH,49.586766,6.122404,1,Oberweis,Caterer,49.583416,6.113544
#00137-PARC GASPERICH,49.586766,6.122404,1,Restaurant Pizzeria Quadro Delizioso,Pizzeria,49.591543,6.124756
#00137-PARC GASPERICH,49.586766,6.122404,1,New Cooking,Sushi Restaurant,49.593167,6.119896
#00137-PARC GASPERICH,49.586766,6.122404,1,Big Fernand Luxembourg,Burger Joint,49.582973,6.12404
#00137-PARC GASPERICH,49.586766,6.122404,1,Chez Stefano,Pizzeria,49.582117,6.116032
#00137-PARC GASPERICH,49.586766,6.122404,1,Primavera Centre Commercial,Deli,49.588128,6.120366
#00137-PARC GASPERICH,49.586766,6.122404,1,In Vivo,Diner,49.588095,6.118876
#00137-PARC GASPERICH,49.586766,6.122404,1,Sushi Délice,Asian Restaurant,49.588715,6.120074
#00137-PARC GASPERICH,49.586766,6.122404,1,Bubblies,Coffee Shop,49.585906,6.118428
#00137-PARC GASPERICH,49.586766,6.122404,1,Restaurant Divino,Wine Bar,49.587497,6.117434
#00137-PARC GASPERICH,49.586766,6.122404,1,Pokawa,Hawaiian Restaurant,49.583496,6.124115
#00137-PARC GASPERICH,49.586766,6.122404,1,Dolce Salato,Italian Restaurant,49.583143,6.123254
#00137-PARC GASPERICH,49.586766,6.122404,1,My Line,Satay Restaurant,49.583072,6.123589
#00137-PARC GASPERICH,49.586766,6.122404,1,Namur,Pastry Shop,49.583072,6.123589
#00137-PARC GASPERICH,49.586766,6.122404,1,Sushi Shop,Sushi Restaurant,49.586172,6.119299
#00137-PARC GASPERICH,49.586766,6.122404,1,Orient X,Kebab Restaurant,49.583197,6.123761
#00137-PARC GASPERICH,49.586766,6.122404,1,Victorine,Southern Food Restaurant,49.582937,6.123757
#00137-PARC GASPERICH,49.586766,6.122404,1,Lux-cloche d'or,Restaurant,49.582798,6.125131
#00137-PARC GASPERICH,49.586766,6.122404,1,Saint-Paul Luxembourg,Advertising Agency,49.589918,6.116829
#00137-PARC GASPERICH,49.586766,6.122404,1,Bubbley’s,Restaurant,49.582852,6.124736
#00137-PARC GASPERICH,49.586766,6.122404,1,De Chalet,Restaurant,49.58252,6.122726
#00137-PARC GASPERICH,49.586766,6.122404,1,Les Comptoirs Du Goût,Restaurant,49.582616,6.124921
#00137-PARC GASPERICH,49.586766,6.122404,1,Chop-Sticks,Chinese Restaurant,49.590683,6.12495
#00137-PARC GASPERICH,49.586766,6.122404,1,Pizzeria bei der Auer,Pizzeria,49.591079,6.124787
#00137-PARC GASPERICH,49.586766,6.122404,1,Deliway,Sandwich Spot,49.590002,6.11585
#00137-PARC GASPERICH,49.586766,6.122404,1,Mani D’Oro,Italian Restaurant,49.591116,6.116433
#00137-PARC GASPERICH,49.586766,6.122404,1,Celanese Caylux Holdings Luxembourg Sca,Bank,49.582593,6.116096
#00137-PARC GASPERICH,49.586766,6.122404,1,Match Gasperich Loung,Beer Garden,49.592565,6.125017
#00137-PARC GASPERICH,49.586766,6.122404,1,Snack Daniela,Burger Joint,49.591538,6.116892
#00137-PARC GASPERICH,49.586766,6.122404,1,Cafe-Brasserie Millewee,Restaurant,49.592055,6.126744
#00137-PARC GASPERICH,49.586766,6.122404,1,Café Millewee,Pub,49.592055,6.126744
#00137-PARC GASPERICH,49.586766,6.122404,1,La Luxembourgeoise de Restauration SA,Caterer,49.581505,6.117776
#00137-PARC GASPERICH,49.586766,6.122404,1,Comptoir Bohème,Restaurant,49.58376,6.114306
#00137-PARC GASPERICH,49.586766,6.122404,1,Class Croute,French Restaurant,49.581436,6.117643
#00137-PARC GASPERICH,49.586766,6.122404,1,Cantine,Eastern European Restaurant,49.583127,6.114558
#00137-PARC GASPERICH,49.586766,6.122404,1,Ninja House II,Sushi Restaurant,49.591709,6.117007
#00137-PARC GASPERICH,49.586766,6.122404,1,Sushi Ichiban,Sushi Restaurant,49.592197,6.117166
#00137-PARC GASPERICH,49.586766,6.122404,1,Pepe Ristorante Pizzeria,Italian Restaurant,49.592816,6.120004
#00137-PARC GASPERICH,49.586766,6.122404,1,FoodRiders,Burger Joint,49.583925,6.113457
#00137-PARC GASPERICH,49.586766,6.122404,1,Chez Daniela,Burger Joint,49.591581,6.116402
#00137-PARC GASPERICH,49.586766,6.122404,1,de Gaart,Restaurant,49.58109,6.115723
#00137-PARC GASPERICH,49.586766,6.122404,1,Il Pavone,Italian Restaurant,49.592816,6.120004
#00137-PARC GASPERICH,49.586766,6.122404,1,Class 'croute,French Restaurant,49.593246,6.128762
#00137-PARC GASPERICH,49.586766,6.122404,1,Cafe Silves,Café,49.593782,6.116945
#00137-PARC GASPERICH,49.586766,6.122404,1,Penalvense,Portuguese Restaurant,49.593932,6.117305
#00137-PARC GASPERICH,49.586766,6.122404,1,Mr Sushi (Mr Sushi Sàrl),Buffet,49.593998,6.117004
#00137-PARC GASPERICH,49.586766,6.122404,1,Cafe Convivio,Bar,49.593305,6.129234
#00066-BEIM TENNIS,49.579231,6.134018,11,Yoyo,Amusement Park,49.576744,6.137352
#00066-BEIM TENNIS,49.579231,6.134018,11,Quick Hamburger,Burger Joint,49.577166,6.134096
#00066-BEIM TENNIS,49.579231,6.134018,11,Booster's,Bar,49.579863,6.13774
#00066-BEIM TENNIS,49.579231,6.134018,11,Cactus Inn Restaurant,Restaurant,49.578947,6.13254
#00066-BEIM TENNIS,49.579231,6.134018,11,Brasserie Pic Pic,Bar,49.58088,6.135493
#00066-BEIM TENNIS,49.579231,6.134018,11,Burger King,Fast Food Restaurant,49.577166,6.134096
#00066-BEIM TENNIS,49.579231,6.134018,11,Big Fernand Luxembourg,Burger Joint,49.582973,6.12404
#00066-BEIM TENNIS,49.579231,6.134018,11,ÉireLux Irish Pub,Pub,49.578113,6.137072
#00066-BEIM TENNIS,49.579231,6.134018,11,Manzoku,Noodle Restaurant,49.578113,6.137072
#00066-BEIM TENNIS,49.579231,6.134018,11,Nature Elements,Vegan and Vegetarian Restaurant,49.576149,6.130988
#00066-BEIM TENNIS,49.579231,6.134018,11,FIddiam Kitchen,Restaurant,49.579515,6.138281
#00066-BEIM TENNIS,49.579231,6.134018,11,Le Set,Bar,49.582189,6.13638
#00066-BEIM TENNIS,49.579231,6.134018,11,Bistrot Burger,Burger Joint,49.580614,6.134621
#00066-BEIM TENNIS,49.579231,6.134018,11,Houwaldhaus,Bar,49.58085,6.143507
#00066-BEIM TENNIS,49.579231,6.134018,11,Les Comptoirs Du Goût,Restaurant,49.582616,6.124921
#00066-BEIM TENNIS,49.579231,6.134018,11,Bubbley’s,Restaurant,49.582852,6.124736
#00066-BEIM TENNIS,49.579231,6.134018,11,Pokawa,Hawaiian Restaurant,49.583496,6.124115
#00066-BEIM TENNIS,49.579231,6.134018,11,Victorine,Southern Food Restaurant,49.582937,6.123757
#00066-BEIM TENNIS,49.579231,6.134018,11,Orient X,Kebab Restaurant,49.583197,6.123761
#00066-BEIM TENNIS,49.579231,6.134018,11,Namur,Pastry Shop,49.583072,6.123589
#00066-BEIM TENNIS,49.579231,6.134018,11,My Line,Satay Restaurant,49.583072,6.123589
#00066-BEIM TENNIS,49.579231,6.134018,11,Dolce Salato,Italian Restaurant,49.583143,6.123254
#00066-BEIM TENNIS,49.579231,6.134018,11,De Chalet,Restaurant,49.58252,6.122726
#00066-BEIM TENNIS,49.579231,6.134018,11,Lux-cloche d'or,Restaurant,49.582798,6.125131
#00066-BEIM TENNIS,49.579231,6.134018,11,Flluxgrill Sa,Restaurant,49.58133,6.134934
#00083-PULVERMÜHL,49.608758,6.149591,13,The Black Stuff,Music Venue,49.610029,6.151301
#00083-PULVERMÜHL,49.608758,6.149591,13,Um Plateau Sàrl,French Restaurant,49.612553,6.140009
#00083-PULVERMÜHL,49.608758,6.149591,13,Restaurant Chez d'Artagnan,French Restaurant,49.60754,6.142696
#00083-PULVERMÜHL,49.608758,6.149591,13,Ukulele,Bar,49.61252,6.14383
#00083-PULVERMÜHL,49.608758,6.149591,13,NOTARO ristorante,Italian Restaurant,49.611166,6.140923
#00083-PULVERMÜHL,49.608758,6.149591,13,Brasserie Mansfeld,French Restaurant,49.613134,6.144161
#00083-PULVERMÜHL,49.608758,6.149591,13,Chez Bacano,Portuguese Restaurant,49.614146,6.144761
#00083-PULVERMÜHL,49.608758,6.149591,13,Cents Café - Beim Zeutzius Sàrl,Bar,49.613398,6.152033
#00083-PULVERMÜHL,49.608758,6.149591,13,Scott's Pub,Pub,49.608575,6.136053
#00083-PULVERMÜHL,49.608758,6.149591,13,Oscar's Bar,Pub,49.608599,6.136242
#00083-PULVERMÜHL,49.608758,6.149591,13,Vins Fins,Wine Bar,49.609378,6.13582
#00083-PULVERMÜHL,49.608758,6.149591,13,Rock Box,Bar,49.613138,6.142953
#00083-PULVERMÜHL,49.608758,6.149591,13,L'Observatoire,Hotel Bar,49.605719,6.137744
#00083-PULVERMÜHL,49.608758,6.149591,13,Rives de Clausen,Bar,49.612444,6.142395
#00083-PULVERMÜHL,49.608758,6.149591,13,Melusina,Night Club,49.611282,6.141434
#00083-PULVERMÜHL,49.608758,6.149591,13,Restaurant-Brasserie Bosso,Bar,49.608644,6.136186
#00083-PULVERMÜHL,49.608758,6.149591,13,Ikki,Lounge,49.612375,6.142262
#00083-PULVERMÜHL,49.608758,6.149591,13,Restaurant Pizzeria Il Fragolino,Pizzeria,49.606361,6.137056
#00083-PULVERMÜHL,49.608758,6.149591,13,Maybe Not Bob's,American Restaurant,49.613183,6.142897
#00083-PULVERMÜHL,49.608758,6.149591,13,Britannia Pub,Beer Bar,49.61385,6.144474
#00083-PULVERMÜHL,49.608758,6.149591,13,Kamakura,Japanese Restaurant,49.608936,6.136096
#00083-PULVERMÜHL,49.608758,6.149591,13,Bick Stuff,French Restaurant,49.614957,6.145831
#00083-PULVERMÜHL,49.608758,6.149591,13,Mosconi,Italian Restaurant,49.608986,6.135799
#00083-PULVERMÜHL,49.608758,6.149591,13,Brasserie Abtei,Brasserie,49.6106543476183,6.136578565051698
#00083-PULVERMÜHL,49.608758,6.149591,13,Chicken Kitchen,Wings Joint,49.613377,6.143202
#00083-PULVERMÜHL,49.608758,6.149591,13,The Pyg,Bar,49.612727,6.14423
#00083-PULVERMÜHL,49.608758,6.149591,13,Jakobs,Gastropub,49.612958,6.143177
#00083-PULVERMÜHL,49.608758,6.149591,13,Brauerei - Big Beer Company,Restaurant,49.612635,6.142266
#00083-PULVERMÜHL,49.608758,6.149591,13,Mousel's Cantine,BBQ Joint,49.613524,6.143129
#00083-PULVERMÜHL,49.608758,6.149591,13,King Wilma,Night Club,49.612536,6.142718
#00083-PULVERMÜHL,49.608758,6.149591,13,La Villa de Camille & Julien,Restaurant,49.608937,6.150472
#00083-PULVERMÜHL,49.608758,6.149591,13,Restaurant Maria Bonita,Brazilian Restaurant,49.612384,6.141923
#00083-PULVERMÜHL,49.608758,6.149591,13,Awada,Sushi Restaurant,49.612589,6.143964
#00083-PULVERMÜHL,49.608758,6.149591,13,Tilt,Bar,49.612432,6.142301
#00083-PULVERMÜHL,49.608758,6.149591,13,O Bom Talher,Portuguese Restaurant,49.608084,6.144535
#00083-PULVERMÜHL,49.608758,6.149591,13,Fu Bar,Bar,49.61235,6.143715
#00083-PULVERMÜHL,49.608758,6.149591,13,Bistro Le Duc,Bistro,49.61179,6.142989
#00083-PULVERMÜHL,49.608758,6.149591,13,Pop Korn,Bar,49.614419,6.14486
#00083-PULVERMÜHL,49.608758,6.149591,13,Ristorante pizzeria Da Gianni,Italian Restaurant,49.612772,6.144174
#00083-PULVERMÜHL,49.608758,6.149591,13,Brasserie Mousel,French Restaurant,49.612799,6.143156
#00083-PULVERMÜHL,49.608758,6.149591,13,"Ana Banana Sàrl +352 691 925 256 117 r. de la Tour Jacob, 1831 Luxembourg (Ana Banana Sàrl +352 691 925 256 117 r. de la Tour Jacob, 1831 Luxembourg.)",Vegan and Vegetarian Restaurant,49.611444,6.141889
#00083-PULVERMÜHL,49.608758,6.149591,13,Pizzeria Il Goloso,Pizzeria,49.613039,6.143405
#00083-PULVERMÜHL,49.608758,6.149591,13,Jakob's House,Bar,49.612788,6.143061
#00083-PULVERMÜHL,49.608758,6.149591,13,SpaceBar,Bar,49.612799,6.143156
#00083-PULVERMÜHL,49.608758,6.149591,13,Verso,Night Club,49.612455,6.14249
#00083-PULVERMÜHL,49.608758,6.149591,13,Kindy's Food,Italian Restaurant,49.612788,6.143061
#00083-PULVERMÜHL,49.608758,6.149591,13,Oio,Italian Restaurant,49.613158,6.143476
#00083-PULVERMÜHL,49.608758,6.149591,13,Star's Bar,Bar,49.612877,6.142949
#00083-PULVERMÜHL,49.608758,6.149591,13,Knokke Out Luxembourg,Night Club,49.612581,6.142662
#00083-PULVERMÜHL,49.608758,6.149591,13,Trombar,Bar,49.61199,6.140445
#00024-WEICKER,49.631952,6.17048,5,Exki,Salad Restaurant,49.632587,6.170605
#00024-WEICKER,49.631952,6.17048,5,Restaurant Kin Khao,Thai Restaurant,49.633289,6.172466
#00024-WEICKER,49.631952,6.17048,5,L'Avenue,French Restaurant,49.631751,6.170482
#00024-WEICKER,49.631952,6.17048,5,Chimi Churri,Latin American Restaurant,49.631258,6.17368
#00024-WEICKER,49.631952,6.17048,5,Amarine,French Restaurant,49.633133,6.169161
#00024-WEICKER,49.631952,6.17048,5,Bagelstein,Bagel Shop,49.633361,6.169315
#00024-WEICKER,49.631952,6.17048,5,Restaurant Beef Bar,Financial Planner,49.633747,6.169491
#00024-WEICKER,49.631952,6.17048,5,OrientX Kebab Lounge,Fast Food Restaurant,49.633768,6.169246
#00024-WEICKER,49.631952,6.17048,5,100 Patates,Restaurant,49.633403,6.172544
#00024-WEICKER,49.631952,6.17048,5,Piri Piri Portuguese Restaurant & Lounge,Portuguese Restaurant,49.626608,6.161526
#00024-WEICKER,49.631952,6.17048,5,Dean & David,Diner,49.633678,6.173077
#00024-WEICKER,49.631952,6.17048,5,Terra Steakhouse,Steakhouse,49.631384,6.173613
#00024-WEICKER,49.631952,6.17048,5,ELA Greek Cuisine,Greek Restaurant,49.628633,6.164804
#00024-WEICKER,49.631952,6.17048,5,Vapiano Luxembourg,Italian Restaurant,49.63173,6.171233
#00024-WEICKER,49.631952,6.17048,5,Lama's Temple,Asian Restaurant,49.633055,6.169367
#00024-WEICKER,49.631952,6.17048,5,The Jfk Bar & Kitchen,Gastropub,49.628917,6.164998
#00024-WEICKER,49.631952,6.17048,5,Phenicia,Middle Eastern Restaurant,49.628929,6.165092
#00024-WEICKER,49.631952,6.17048,5,La Farinella,Pizzeria,49.631817,6.174406
#00024-WEICKER,49.631952,6.17048,5,Sushi Shop,Fast Food Restaurant,49.6268,6.161397
#00024-WEICKER,49.631952,6.17048,5,Njörd,Scandinavian Restaurant,49.633417,6.169354
#00024-WEICKER,49.631952,6.17048,5,Fischer,Bakery,49.631405,6.173607
#00024-WEICKER,49.631952,6.17048,5,Sushi & More Kirchberg - K Point,Sushi Restaurant,49.631193,6.172339
#00024-WEICKER,49.631952,6.17048,5,The Game,Sports Bar,49.63322,6.172333
#00024-WEICKER,49.631952,6.17048,5,Nemos,Sushi Restaurant,49.633804,6.173249
#00024-WEICKER,49.631952,6.17048,5,Mezzo Di Pasta,Noodle Restaurant,49.631616,6.171156
#00024-WEICKER,49.631952,6.17048,5,Burger Goes Green,Burger Joint,49.63184,6.171292
#00024-WEICKER,49.631952,6.17048,5,Della Mamma,Pizzeria,49.632601,6.171134
#00024-WEICKER,49.631952,6.17048,5,Bronx,Burger Joint,49.631673,6.171195
#00024-WEICKER,49.631952,6.17048,5,Ikoi,Japanese Curry Restaurant,49.631523,6.171417
#00024-WEICKER,49.631952,6.17048,5,HaPP,Scandinavian Restaurant,49.631448,6.171474
#00024-WEICKER,49.631952,6.17048,5,A La Soup,Soup Spot,49.631349,6.171631
#00024-WEICKER,49.631952,6.17048,5,Brasserie Ester's,Restaurant,49.633025,6.169952
#00024-WEICKER,49.631952,6.17048,5,Boonchu,Thai Restaurant,49.633882,6.169324
#00024-WEICKER,49.631952,6.17048,5,A La Soupe Kirchberg,Soup Spot,49.631688,6.171724
#00024-WEICKER,49.631952,6.17048,5,Punto Rosso,Italian Restaurant,49.632837,6.168873
#00024-WEICKER,49.631952,6.17048,5,TheLounge,Lounge,49.630619,6.171084
#00024-WEICKER,49.631952,6.17048,5,Pastaiolo,Fast Food Restaurant,49.633178,6.169105
#00024-WEICKER,49.631952,6.17048,5,Peter's Soups And Juices,Soup Spot,49.63333,6.1699
#00024-WEICKER,49.631952,6.17048,5,O’Tacos,Taco Restaurant,49.633334,6.169303
#00024-WEICKER,49.631952,6.17048,5,Peppermint Kirchberg,Asian Restaurant,49.631247,6.172662
#00024-WEICKER,49.631952,6.17048,5,Pokawa,Poke Restaurant,49.633308,6.169123
#00024-WEICKER,49.631952,6.17048,5,Le Gourmet Oriental 2,Moroccan Restaurant,49.633349,6.169221
#00024-WEICKER,49.631952,6.17048,5,Q45,Bar,49.633415,6.172638
#00024-WEICKER,49.631952,6.17048,5,Maestri Della Pasta,Italian Restaurant,49.633633,6.169414
#00024-WEICKER,49.631952,6.17048,5,Ze Régal,Moroccan Restaurant,49.633585,6.169036
#00024-WEICKER,49.631952,6.17048,5,Sushi Royal,Japanese Restaurant,49.6336,6.169564
#00024-WEICKER,49.631952,6.17048,5,La Coupole,Bar,49.633735,6.169397
#00024-WEICKER,49.631952,6.17048,5,Restaurant Cavali,Italian Restaurant,49.633882,6.169324
#00024-WEICKER,49.631952,6.17048,5,Big Tempura,Sushi Restaurant,49.631473,6.17374
#00024-WEICKER,49.631952,6.17048,5,CG Restaurant Lounge,Restaurant,49.631042,6.17362
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Glow,Bakery,49.595933,6.141818
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Everest,Indian Restaurant,49.603391,6.134954
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Simply Thai,Italian Restaurant,49.599097,6.14215
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Craft Corner,Bar,49.598345,6.137837
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Picanha Plaza,Brazilian Restaurant,49.599304,6.137192
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,L'Observatoire,Hotel Bar,49.605719,6.137744
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Atelier Del Gusto,Italian Restaurant,49.594907,6.144405
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Brasserie Beaulieu,Bar,49.601087,6.139785
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Que Pasa,Diner,49.602872,6.13538
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Restaurant-Pizzeria La Trattoria Dei Quattro,Pizzeria,49.601501,6.133585
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Five Guys,Burger Joint,49.601885,6.133327
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Restaurant Pizzeria Il Fragolino,Pizzeria,49.606361,6.137056
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Exki Gare,Fast Food Restaurant,49.603668,6.132204
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Little Saigon,Vietnamese Restaurant,49.603127,6.134516
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Quadri Foglio News SA,Italian Restaurant,49.602789,6.134718
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Le Quai Steffen,Bakery,49.600075,6.133827
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Brasserie New Bona Via,Bar,49.601542,6.140094
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Casino De Bonnevoie,Café,49.600867,6.137216
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,North Bay,Diner,49.597201,6.14765
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Louis Roederer,Italian Restaurant,49.60282,6.13785
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Luci,Restaurant,49.597558,6.140674
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Ci Vorrebbe Un Amico,Italian Restaurant,49.597564,6.1399
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Restaurant Peppermint,Cocktail Bar,49.603859,6.137432
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Café Los Amigos,Bar,49.599747,6.137406
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Au Gourmet Grec,Greek Restaurant,49.599747,6.137406
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Golden Bean Gare Sàrl,Coffee Shop,49.600082,6.133054
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Russian Cafe,Bar,49.603229,6.134499
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Cafe Rendez-Vous Coimbra City,Bar,49.602929,6.135418
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,O'Luso,Portuguese Restaurant,49.603028,6.134967
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Plain Vanilla,Bar,49.60075,6.132989
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,City Kebab,Turkish Restaurant,49.601462,6.134509
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Platine Cafe,Bar,49.603421,6.13437
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Brasserie de la Place,Bistro,49.603215,6.13397
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Subway,Fast Food Restaurant,49.604152,6.13357
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Radisson Park Inn Luxembourg (Lounge),Cocktail Bar,49.602259,6.133408
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Pastificio Bolognese,Italian Restaurant,49.604551,6.13384
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,McDonald's,Fast Food Restaurant,49.60317,6.133281
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Perigord,Bar,49.602814,6.133266
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,First Avenue,Bar,49.603709,6.133355
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Creole Pizza Taglio,Pizzeria,49.599639,6.13284
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,O’Tacos,Taco Restaurant,49.601903,6.132648
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,HIT CAFE GARCIA Paula,Bar,49.600454,6.132702
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Liberty Shisha Lounge,Restaurant,49.602491,6.132356
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Persian Rice,Persian Restaurant,49.602102,6.131746
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,Le Gourmet Oriental,Moroccan Restaurant,49.603895,6.132358
#00093-GODCHAUX (BONNEVOIE),49.601652,6.145533,13,L'emperateur des pâtes,Brazilian Restaurant,49.602305,6.131711
#00078-ST MATHIEU,49.619061,6.1323,5,Madeira Stuff,Café,49.615592,6.131482
#00078-ST MATHIEU,49.619061,6.1323,5,Brasserie Schuman,Cocktail Bar,49.617316,6.126603
#00078-ST MATHIEU,49.619061,6.1323,5,Ready Coffee Shop,Coffee Shop,49.620102,6.124778
#00078-ST MATHIEU,49.619061,6.1323,5,Oberweis,Bakery,49.612034,6.131314
#00078-ST MATHIEU,49.619061,6.1323,5,Ladurée,Dessert Shop,49.611446,6.12789
#00078-ST MATHIEU,49.619061,6.1323,5,Um Plateau Sàrl,French Restaurant,49.612553,6.140009
#00078-ST MATHIEU,49.619061,6.1323,5,Café des Tramways,Bar,49.620395,6.119274
#00078-ST MATHIEU,49.619061,6.1323,5,Mamacita,Bar,49.613332,6.128825
#00078-ST MATHIEU,49.619061,6.1323,5,Urban Bar,Bar,49.611566,6.132552
#00078-ST MATHIEU,49.619061,6.1323,5,Rock Solid,Bar,49.611443,6.127457
#00078-ST MATHIEU,49.619061,6.1323,5,Vis-à-Vis,Bar,49.613122,6.129633
#00078-ST MATHIEU,49.619061,6.1323,5,Bazaar,Bar,49.610225,6.131815
#00078-ST MATHIEU,49.619061,6.1323,5,Barrels,Wine Bar,49.617507,6.122757
#00078-ST MATHIEU,49.619061,6.1323,5,Essenza - Restaurant,Italian Restaurant,49.611512,6.132948
#00078-ST MATHIEU,49.619061,6.1323,5,La Torre,Italian Restaurant,49.623283,6.122789
#00078-ST MATHIEU,49.619061,6.1323,5,Caffè Torino - Luxembourg,Italian Restaurant,49.612536,6.128285
#00078-ST MATHIEU,49.619061,6.1323,5,L'Osteria,Italian Restaurant,49.619853,6.142586
#00078-ST MATHIEU,49.619061,6.1323,5,Go Ten,Cocktail Bar,49.611066,6.132299
#00078-ST MATHIEU,49.619061,6.1323,5,Bella Ciao,Italian Restaurant,49.61089,6.128774
#00078-ST MATHIEU,49.619061,6.1323,5,L'Osteria,Trattoria,49.610977,6.13077
#00078-ST MATHIEU,49.619061,6.1323,5,Ennert de Steiler,Pub,49.611269,6.133906
#00078-ST MATHIEU,49.619061,6.1323,5,Siegfried Von Westeschgaart,Brewery,49.618231,6.124372
#00078-ST MATHIEU,49.619061,6.1323,5,Il Punto,Pizzeria,49.612312,6.126923
#00078-ST MATHIEU,49.619061,6.1323,5,Kaempff-Kohler,French Restaurant,49.610962,6.130241
